studbook_id,slug,wiki_born,wiki_died,isb_birth,isb_birth_norm,isb_approx,isb_sex,isb_taxon,isb_name,isb_sire,isb_dam,isb_death
93115,hisashi-1993-06-30,1993-06-30,2011-08-28,30 Jun 1993,1993-06-30,False,F,styani,JAZGA,8752,8627,
9393,cha-cha-1993-06-27,1993-06-27,2016-02-17,27 Jun 1993,1993-06-27,False,M,styani,CHA-CHA,9052,8535,
9397,rin-rin-1993-06-29,1993-06-29,2013-11-01,29 Jun 1993,1993-06-29,False,F,styani,RIN-RIN,8856,8915,
94102,ton-ton-1994,1994,2016-05-11,~ 1994,1994,True,M,,TON TON,UNK,UNK,
9441,ton-ton-1994-06-17,1994-06-17,2007-12-16,17 Jun 1994,1994-06-17,False,M,styani,JAZGA,9052,8535,2007-12-16
9442,pan-pan-1994-06-17,1994-06-17,2014-01-31,17 Jun 1994,1994-06-17,False,F,styani,,9052,8535,
9444,daura-1994-06-19,1994-06-19,2012-06-11,19 Jun 1994,1994-06-19,False,F,styani,DAURAGIRI JAZGA,9265,8976,
9445,anri-1994-06-19,1994-06-19,2007-12-12,19 Jun 1994,1994-06-19,False,F,styani,ANNAPULUNAJAZGA,9265,8976,2007-12-12
9446,mii-mii-1994-06-26,1994-06-26,2015-03-31,26 Jun 1994,1994-06-26,False,M,styani,,9281,9282,
9449,ron-ron-1994-06-24,1994-06-24,2011-09-06,~ Jun 1994,,True,M,styani,RON-RON,8929,9169,
9486,you-you-1994-07-04,1994-07-04,2011-07-12,4 Jul 1994,1994-07-04,False,F,styani,YUU-YUU,9185,9256,
9493,bau-bau-1994-07-11,1994-07-11,2018-01-02,11 Jul 1994,1994-07-11,False,M,styani,JAZGA,8643,8644,
9498,yon-yon-1994-07-13,1994-07-13,2007-04-19,13 Jul 1994,1994-07-13,False,M,styani,YON-YON,8929,8915,2007-04-19
9501,kachin-1995-05-31,1995-05-31,2011-07-06,31 May 1995,1995-05-31,False,M,styani,,91100,9196,
95102,koro-koro-1995-07-02,1995-07-02,2009-04-04,2 Jul 1995,1995-07-02,False,M,styani,KORO-KORO JAZGA,8935,8936,
95105,marimo-1995-07-04,1995-07-04,2008-02-22,4 Jul 1995,1995-07-04,False,F,styani,JAZGA,9259,9192,2008-02-22
95106,yuu-yuu-1995-07-06,1995-07-06,2012-01-05,6 Jul 1995,1995-07-06,False,M,styani,JAZGA,8929,9280,
95107,jen-jen-1995-07-06,1995-07-06,2005-12-25,6 Jul 1995,1995-07-06,False,M,styani,JAZGA,8929,9280,2005-12-25
95114,mai-1995-07-09,1995-07-09,2016-01-21,9 Jul 1995,1995-07-09,False,F,styani,MAI,9185,9256,
95122,hei-1995-07-18,1995-07-18,2008-01-07,18 Jul 1995,1995-07-18,False,M,styani,HEI,8749,8750,2008-09-07
95123,run-run-1995-07-19,1995-07-19,2007-06-18,19 Jul 1995,1995-07-19,False,F,styani,JAZGA,8935,9261,2007-06-18
9590,ron-ron-1995-06-15,1995-06-15,2007-12-17,15 Jun 1995,1995-06-15,False,M,styani,RON-RON,8929,9397,2007-12-17
9596,tomy-1995-06-24,1995-06-24,2014-06-19,24 Jun 1995,1995-06-24,False,M,styani,TOMY,8924,8838,
9598,ron-ron-1995-06-30,1995-06-30,2011-01-16,30 Jun 1995,1995-06-30,False,M,styani,RON-RON,92137,92136,
96109,banana-1996-08-09,1996-08-09,2013-06-06,9 Aug 1996,1996-08-09,False,F,styani,BANANA,8749,8750,
9694,non-1996-07-05,1996-07-05,2014-10-21,5 Jul 1996,1996-07-05,False,F,styani,JAZGA,9493,9172,
9696,ikura-1996-07-09,1996-07-09,2006-02-12,9 Jul 1996,1996-07-09,False,F,styani,IKURA,9259,9192,2006-02-12
97100,pam-1997-06-26,1997-06-26,2006-03-11,26 Jun 1997,1997-06-26,False,F,styani,PAMU,9498,95123,2006-03-11
97101,mam-1997-06-26,1997-06-26,2002-05-22,26 Jun 1997,1997-06-26,False,F,styani,MAMU,9498,95123,2002-01-24
97102,fuuko-1997-06-30,1997-06-30,2005-11-05,30 Jun 1997,1997-06-30,False,F,styani,JAZGA,9493,9172,2005-11-05
97104,purin-1997-07-02,1997-07-02,2003-08-02,2 Jul 1997,1997-07-02,False,M,styani,PURIN,93112,9280,2003-08-02
97106,ten-ten-1997-07-03,1997-07-03,2008-04-22,3 Jul 1997,1997-07-03,False,M,styani,TEN TEN,9279,9442,2008-04-22
97110,shota-1997-07-12,1997-07-12,2014-02-17,12 Jul 1997,1997-07-12,False,M,styani,JAZGA,8935,8936,
97111,boo-boo-1997-07-13,1997-07-13,2019-11-24,13 Jul 1997,1997-07-13,False,M,styani,BUBU,9185,9256,
97112,momotaro-1997-07-17,1997-07-17,2007-10-14,17 Jul 1997,1997-07-17,False,M,styani,MOMOTAROU JAZGA,9054,8844,2007-10-14
97113,kintarou-1997-07-17,1997-07-17,2019-01-03,17 Jul 1997,1997-07-17,False,M,styani,KINTAROU,9054,8844,
97126,cha-1997-07-27,1997-07-27,2016-03-27,27 Jul 1997,1997-07-27,False,F,styani,JAZGA,9259,9192,
9725,disney-1997-06-25,1997-06-25,2015-02-21,25 Jun 1997,1997-06-25,False,M,fulgens,,8950,9212,
9787,liuxing-1997-06-16,1997-06-16,2007-04-06,16 Jun 1997,1997-06-16,False,F,styani,RYUUSIN,8977,9445,2007-04-06
9788,cha-cha-1997-06-17,1997-06-17,2012-04-07,17 Jun 1997,1997-06-17,False,F,styani,CHA-CHA,92135,9599,
9791,ten-ten-1997-06-18,1997-06-18,2016-07-21,18 Jun 1997,1997-06-18,False,M,styani,JAZGA,8713,9394,
9792,you-you-1997-06-20,1997-06-20,2005-03-31,20 Jun 1997,1997-06-20,False,M,styani,YOYO,9049,93107,2005-03-31
9793,kou-kou-1997-06-20,1997-06-20,2000-01-28,20 Jun 1997,1997-06-20,False,M,styani,KOUKOU,9049,93107,2000-01-28
9794,fu-fu-1997-06-20,1997-06-20,2003-06-12,20 Jun 1997,1997-06-20,False,M,styani,,9049,93107,2003-06-12
98024,tan-tan-1998-06-29,1998-06-29,2007-12-15,29 Jun 1998,1998-06-29,False,M,styani,TANTAN,9049,93107,2007-12-15
98025,ran-ran-1998-06-29,1998-06-29,1999-07-20,29 Jun 1998,1998-06-29,False,F,styani,RANRAN,9049,93107,1999-07-20
98026,kenta-1998,1998,"""?""",29 Jun 1998,1998-06-29,False,M,styani,KENTA,9054,8844,
9803,he-ping-1998-06-19,1998-06-19,2011-12-15,19 Jun 1998,1998-06-19,False,M,fulgens,,9618,9526,
98031,a-ya-1998-07-03,1998-07-03,2016-09-21,3 Jul 1998,1998-07-03,False,F,styani,JAZGA,9493,9172,
98034,fuu-1998-07-04,1998-07-04,2009-10-17,4 Jul 1998,1998-07-04,False,F,styani,HUU-HUU,9449,9492,
98035,ten-ten-1998-07-07,1998-07-07,2014-08-02,7 Jul 1998,1998-07-07,False,M,styani,TEN-TEN,9059,8922,
9823,tae-bo-1998-06-27,1998-06-27,2015-09-22,27 Jun 1998,1998-06-27,False,M,styani,,9381,9380,
9979,mei-mei-1999-06-27,1999-06-27,2017-01-04,27 Jun 1999,1999-06-27,False,M,styani,JAZGA,9254,9171,
9988,rishi-1999-07-08,1999-07-08,2009-03-06,8 Jul 1999,1999-07-08,False,F,styani,JAZGA,8977,9445,
9989,yueshi-1999-07-08,1999-07-08,2014-08-27,8 Jul 1999,1999-07-08,False,F,styani,JAZGA,8977,9445,
9991,fan-fan-1999-07-09,1999-07-09,2022-09-08,9 Jul 1999,1999-07-09,False,F,styani,FANFAN,9258,9174,
9992,rin-rin-1999-07-09,1999-07-09,2014-11-04,9 Jul 1999,1999-07-09,False,F,styani,JAZGA,9258,9174,
9993,baron-1999-07-11,1999-07-11,2011-09-27,11 Jul 1999,1999-07-11,False,M,styani,BARON,9598,96109,
9994,meron-1999-07-11,1999-07-11,2014-06-26,11 Jul 1999,1999-07-11,False,F,styani,MERON,9598,96109,
9995,riku-1999-07-20,1999-07-20,2015-10-12,20 Jul 1999,1999-07-20,False,M,styani,JAZGA,9493,9172,
9996,miku-1999-07-21,1999-07-21,2021-01-22,21 Jul 1999,1999-07-21,False,F,styani,JAZGA,9493,9172,
9997,ryutarou-1999-07-27,1999-07-27,2008-02-04,27 Jul 1999,1999-07-27,False,M,styani,RYUTARO,9049,93107,2009-02-04
9998,ryuunosuke-1999-07-27,1999-07-27,2019-03-12,27 Jul 1999,1999-07-27,False,M,styani,RYUNOSUKE JAZGA,9049,93107,
