stud,sex,birth,sire,dam,taxon,name,death,events
7515,F,20 Jun 1975,7209,7210,fulgens,,1982-07-16,NZP-WASH      20 Jun 1975 101294     Birth      SISTER            fulgens | NZP-CRC       14 Dec 1978 101294     Transfer | NY BRONX      10 Nov 1981 811337     Transfer | 16 Jul 1982            Death | [Death by: Other/Unknown       Unknown   Necropsy planned later]
7516,F,20 Jun 1975,7209,7210,fulgens,,1978-07-31,NZP-WASH      20 Jun 1975 101297     Birth                        fulgens | BUFFALO       16 Nov 1976    570     Transfer | 31 Jul 1978            Death | [Death by: Other/Unknown       Given to an institution:    Necropsy planned later]
7504,M,26 Jun 1975,7410,7407,fulgens,,1980-10-16,DORTMUND      26 Jun 1975 ______     Birth      SABO              fulgens | 16 Oct 1980            Death | [Death by: Unknown means]
7602,M,~ 1975,WILD,WILD,fulgens,,1990-08-29,MUNICH        11 May 1976 ______     Transfer                     fulgens | ZURICH        27 Apr 1977 770001     Transfer | BERLINZOO     29 Apr 1985 850027     Transfer | 29 Aug 1990            Death | [Death by: Unknown means]
7722,F,~ 1975,WILD,WILD,styani,,1984-06-22,CHINA            ????       NONE     Capture                      styani | BEIJING          ????     ______     Transfer | SYDNEY         2 Nov 1977 770070     Transfer | 22 Jun 1984            Death | [Death by: Unknown means]
7723,M,~ 1975,WILD,WILD,styani,,1978-04-03,CHINA        ????       NONE      Capture                         styani | BEIJING      ????     ______      Transfer | SYDNEY     2 Nov 1977 770069      Transfer | 3 Apr 1978             Death | [Death by: Infection associated   Incinerate    Respiratory   New growths/cancer]
7725,F,~ 1975,WILD,WILD,fulgens,,1979-08-07,KANPUR        17 Mar 1977 ______     Transfer                     fulgens | 7 Aug 1979            Death | [Death by: Unknown means]
7726,M,~ 1975,WILD,WILD,fulgens,,1979-08-06,KANPUR        17 Mar 1977 ______     Transfer                     fulgens | 6 Aug 1979            Death | [Death by: Unknown means]
7727,F,~ 1975,WILD,WILD,fulgens,,1985-01-19,KANPUR        17 Mar 1977 ______     Transfer                     fulgens | 19 Jan 1985            Death | [Death by: Unknown means]
7728,M,~ 1975,WILD,WILD,fulgens,,1978-12-06,KANPUR        17 Mar 1977 ______     Transfer                     fulgens | 6 Dec 1978            Death | [Death by: Unknown means]
7730,M,~ 1975,WILD,WILD,fulgens,,1984-09-12,YOKOHAMA           ~ 1977 ______     Transfer   KORO              fulgens | 12 Sep 1984            Death | [Death by: Unknown means]
7731,F,~ 1975,WILD,WILD,fulgens,,1988-10-31,TOKYOTAMA     24 Dec 1977 ______     Transfer                     fulgens | 31 Oct 1988            Death | [Death by: Unknown means]
7520,F,6 Jul 1975,6905,7322,fulgens,,1982-11-19,BUFFALO        6 Jul 1975     438     Birth                       fulgens | NZP-WASH      25 Oct 1976 101773      Transfer | 19 Nov 1982             Death | [Death by: Other/Unknown           Incinerate    Necropsy planned later]
7521,M,6 Jul 1975,6905,7322,fulgens,,1979-12-30,BUFFALO     6 Jul 1975    437     Birth                           fulgens | COLUMBUS   27 Oct 1979 792037     Transfer | 30 Dec 1979            Death | [Death by: Infection associated           Given to an institution:    Digestive   Bacterial]
7511,M,11 Jul 1975,6701,6602,,,1989-12-31,WHIPSNADE | 11 Jul 1975 ______     Birth     WINSTON                    fulgens | LONDON RP | 14 Dec 1975   1893     Transfer | ROTTERDAM | 19 Dec 1980 102326     Transfer | 31 Dec 1989            Death | [Death by: Euthanasia (medical)   Unknown   No necropsy planned]
7610,M,11 Jun 1976,7209,7210,fulgens,,1987-08-31,"NZP-WASH11 Jun 1976 101632     Birth     WAH                      fulgens | SANDIEGOZ | 21 Sep 1979 179295     Transfer | SAN FRAN10 Jun 1982 18233      Transfer | 31 Aug 1987            Death | [Death by: Other/Unknown        Given to an institution:    Cardiovascular   Circulatory, secondary]"
7607,M,13 Jun 1976,7310,7309,fulgens,,1986-07-08,ROTTERDAM     13 Jun 1976 101790     Birth     DUTCH              fulgens | NZP-CRC        2 Dec 1982 105035     Transfer | 8 Jul 1986            Death | [Death by: Other/Unknown           Given to an institution:    Necropsy planned later]
7608,F,13 Jun 1976,7310,7309,fulgens,,1993-06-02,ROTTERDAM     13 Jun 1976 102754     Birth      KAMALA            fulgens | STUTTGART     31 Oct 1979   NONE     Transfer | ROTTERDAM     31 May 1985 102754     Transfer | RHENEN        20 Nov 1987    M93     Transfer | 2 Jun 1993            Death | [Death by: Unknown means]
7611,M,21 Jun 1976,7523,7411,fulgens,,1993-02-08,NZP-WASH  21 Jun 1976 101642      Birth     'EE' BUSTE         fulgens | KNOXVILLE  9 Nov 1977    302      Transfer | CALGARY    9 May 1985 101992      Transfer | TORONTO    4 Mar 1986 20475       Transfer | ADELAIDE   1 Jul 1988 880131      Transfer | 8 Feb 1993             Death | [Death by: Euthanasia (medical)   Rendered   Urinary    Mechanical abnormality]
7612,F,24 Jun 1976,7319,7106,fulgens,,1986-12-19,NZP-WASH  24 Jun 1976 101645         Birth      EUNICE         fulgens | 19 Dec 1986                Death | [Death by: Euthanasia (medical)   Incinerate]
7614,F,24 Jun 1976,7319,7106,fulgens,,1983-06-30,NZP-WASH      24 Jun 1976 101644     Birth      Bernice        fulgens | KNOXVILLE      9 Nov 1977    303     Transfer | 30 Jun 1983            Death | [Death by: Other/Unknown       Unknown   Necropsy planned later]
7609,M,27 Jun 1976,6701,6602,fulgens,,1979-06-01,WHIPSNADE     27 Jun 1976 ______     Birth      M1 BASIL       fulgens | MARWELL       27 Nov 1976 100002     Transfer | 1 Jun 1979            Death | [Death by: Unknown means]
7817,M,~ 1976,WILD,WILD,fulgens,,1979-10-04,KOBE PARK     11 Oct 1978     06     Transfer                  fulgens | 4 Oct 1979            Death | [Death by: Unknown means]
7818,F,~ 1976,WILD,WILD,fulgens,,1985-09-17,KOBE PARK     11 Oct 1978     07     Transfer                  fulgens | 17 Sep 1985            Death | [Death by: Unknown means]
7601,F,3 Jul 1976,7302,7303,fulgens,,1991-11-08,ESKILSTUN  3 Jul 1976 ______     Birth     ESMERALDA           fulgens | HELSINKI  14 Jan 1981 810002     Transfer | 1 Jul 1982 810002     Transfer | 8 Nov 1991            Death | [Death by: Euthanasia (medical)   Unknown   Necropsy planned later]
7620,M,19 Aug 1976,UNK,UNK,fulgens,,1987-07-13,KUSHIRO Z     19 Aug 1976   002H     Birth      PAMU           fulgens | 13 Jul 1987            Death | [Death by: Unknown means]
7605,F,17 Dec 1976,7502,7503,fulgens,,1980-11-30,ADELAIDE      17 Dec 1976 760001        Birth     'C'                   fulgens | 30 Nov 1980               Death | [Death by: Other/Unknown           Unknown   Reproductive      Unknown after necropsy]
7732,?,15 May 1977,7512,7509,fulgens,,1977-06-03,SYDNEY15 May 1977 770029     Birth                                      fulgens | 3 Jun 1977            Death | [Death by: Injury from exhibit mate   Unknown   No necropsy planned]
7718,F,2 Jun 1977,7517,7320,fulgens,,1988-02-18,COLUMBUS    2 Jun 1977 772002     Birth     SWEET THIN                  fulgens | PORTLAND   28 Nov 1984 84056      Transfer | LINCOLN C   3 Dec 1987    525     Transfer | 18 Feb 1988            Death | [Death by: Euthanasia (medical)           Given to an institution:    Hemic/Lymph   Metazoan]
7719,F,2 Jun 1977,7517,7320,fulgens,,1988-02-23,COLUMBUS    2 Jun 1977 772003     Birth     DOLLY                       fulgens | PORTLAND   24 Sep 1982   1954     Transfer | COLUMBUS    4 Jan 1985 772003     Transfer | 23 Feb 1988            Death | [Death by: Euthanasia (medical)           Given to an institution:    Necropsy planned later         Unknown after necropsy]
7704,F,9 Jun 1977,7102,7103,fulgens,,1988-04-01,AMSTERDAM      9 Jun 1977 ______        Birth                           fulgens | 1 Apr 1988               Death | [Death by: Unknown means]
7707,F,10 Jun 1977,7209,7522,,,1993-10-27,NZP-WASH | 10 Jun 1977 102029     Birth     GUINIVERE                        fulgens | NZP-CRC | 24 Feb 1978 102029     Transfer | BALTIMORE | 5 Nov 1981 82114      Transfer | MINNESOTA | 6 May 1987   5157     Transfer | 27 Oct 1993            Death | [Death by: Euthanasia (medical)   Unknown   Urinary   Unknown after necropsy]
7708,M,10 Jun 1977,7209,7522,fulgens,,1985-12-17,NZP-WASH10 Jun 1977 102028              Birth     ARTHUR                fulgens | NZP-CRC 24 Feb 1978 102028              Transfer | ZURICH  15 Dec 1978 780001              Transfer | 17 Dec 1985                     Death | [Death by: Other/Unknown        Given to an institution:    Digestive            Mechanical abnormality]
7705,M,14 Jun 1977,7310,7309,fulgens,,1984-03-02,ROTTERDAM     14 Jun 1977 102020        Birth      M2                   fulgens | MARWELL       16 Oct 1978    118        Transfer | 2 Mar 1984               Death | [Death by: Unknown means] | 7709     F    17 Jun 1977       7523    7411 | NZP-WASH   17 Jun 1977 102031     Birth     SCARLET                          fulgens | NZP-CRC    29 Dec 1977 102031     Transfer | NZP-WASH    9 Jan 1978            Death | [Death by: Environ/Behav conditions   Given to an institution:    No necropsy planned]
7710,M,17 Jun 1977,7523,7411,fulgens,,1993-10-27,NZP-WASH   17 Jun 1977 102030     Birth     RHETT                      fulgens | NZP-CRC    29 Dec 1977 102030     Transfer | BALTIMORE   5 Nov 1981 82115      Transfer | MINNESOTA   6 May 1987   5156     Transfer | 27 Oct 1993            Death | [Death by: Euthanasia (medical)         Given to an institution:    Necropsy planned later        Unknown after necropsy]
7720,M,19 Jun 1977,6802,7519,fulgens,,1984-08-14,DENVER        19 Jun 1977 02451      Birth      BOBBY                  fulgens | NY BRONX      27 Apr 1983 831128     Transfer | 14 Aug 1984            Death | [Death by: Unknown means]
7721,F,19 Jun 1977,6802,7519,fulgens,,1983-09-16,DENVER        19 Jun 1977   02452    Birth      BETH                   fulgens | LINCOLN C     17 Mar 1981     182    Transfer | 16 Sep 1983            Death | [Death by: Unknown means]
7711,M,20 Jun 1977,7514,7520,fulgens,,1982-07-31,NZP-WASH      20 Jun 1977 102035     Birth      ALDEN                  fulgens | NZP-CRC       29 Dec 1977 102035     Transfer | LOSANGELE     18 Dec 1979 09915      Transfer | NZP-WASH      28 Jul 1982 102035     Transfer | 31 Jul 1982            Death | [Death by: Other/Unknown         Unknown   Necropsy planned later] | 7712     F    20 Jun 1977       7514    7520 | NZP-WASH   20 Jun 1977 102036     Birth     PRICILLA                         fulgens | NZP-CRC    29 Dec 1977 102036     Transfer | NZP-WASH   15 Jan 1978            Death | [Death by: Environ/Behav conditions   Given to an institution:    No necropsy planned] | T307     ?    25 Jun 1977       6801    6806     COLO SPRG  25 Jun 1977 100913     Birth                                fulgens | 25 Jun 1977            Death | [Death by: Stillbirth      Bury   No necropsy planned]
7714,F,26 Jun 1977,7514,7515,fulgens,,1988-08-05,NZP-WASH      26 Jun 1977 102042     Birth      KATE                   fulgens | NZP-CRC       29 Dec 1977 102042     Transfer | NY BRONX       1 Jun 1978 781119     Transfer | SEATTLE       30 Oct 1980 21181      Transfer | S BARBARA     10 Oct 1984 29124      Transfer | 5 Aug 1988            Death | [Death by: Unknown means]
7715,M,28 Jun 1977,7319,7106,fulgens,,1989-06-30,NZP-WASH      28 Jun 1977 102045     Birth     M7 FLOYD       fulgens | NZP-CRC       14 Dec 1978 102045     Transfer | NY BRONX      10 Nov 1981 811336     Transfer | BURFORD        6 Jan 1983   1066     Transfer | MARWELL       26 Nov 1984    356     Transfer | BURFORD        7 Jul 1987   1066     Transfer | MARWELL       26 Nov 1988    356     Transfer | 30 Jun 1989            Death | [Death by: Infection associated         Unknown      Necropsy planned later   Unknown after necropsy]
7716,M,28 Jun 1977,7319,7106,fulgens,,1985-04-19,NZP-WASH28 Jun 1977 102046     Birth     SPENCER              fulgens | NZP-CRC  6 Mar 1978 102046     Transfer | NY BRONX 1 Jun 1978 781120     Transfer | LINCOLN C | 19 Nov 1981    220     Transfer | 19 Apr 1985            Death | [Death by: Euthanasia (medical)   Mounted or Preserved:    Urinary    Bacterial]
7717,M,28 Jun 1977,7319,7106,fulgens,,1983-03-01,NZP-WASH28 Jun 1977 102047     Birth                          fulgens | ZURICH  15 Dec 1978 780021     Transfer | KREFELD 11 Nov 1981 ______     Transfer | 1 Mar 1983            Death | [Death by: Infection associated   Unknown   Necropsy planned later]
7734,F,29 Jun 1977,6901,7307,fulgens,,1977-06-29,LODZ         29 Jun 1977   6830     Birth                     fulgens | 29 Jun 1977            Death | [Death by: Stillbirth        Unknown   Unknown (after necropsy)] | T308     M    29 Jun 1977       6901    7307     LODZ          29 Jun 1977   6829     Birth                    fulgens | 29 Jun 1977            Death | [Death by: Unknown means]
7729,F,~ 1977,UNK,UNK,styani,,1982-07-29,NANKING            ~ 1977 ______     Birth      NING NING     styani | MELBOURNE     14 Apr 1982 820141     Transfer | 29 Jul 1982            Death | [Death by: Unknown means]
7915,M,~ 1977,WILD,WILD,fulgens,,1989-04-07,FUKUOKA       24 Apr 1979 ______     Transfer               fulgens | 7 Apr 1989            Death | [Death by: Unknown means]
7916,F,~ 1977,WILD,WILD,fulgens,,1989-04-24,FUKUOKA       24 Apr 1979 ______     Transfer               fulgens | 24 Apr 1989            Death | [Death by: Unknown means]
7921,M,~ 1977,WILD,WILD,styani,,1988-05-17,CHINA              ~ 1979   NONE     Capture    MAO         styani | SYDNEY         7 Nov 1979 ______     Transfer | MELBOURNE     26 Apr 1983 830166     Transfer | AUCKLAND      26 Jun 1987 MK1183     Transfer | 17 May 1988            Death | [Death by: Unknown means]
7924,F,~ 1977,WILD,WILD,styani,,1986-07-28,TOKYOTAMA     23 Nov 1979 ______     Transfer               styani | 28 Jul 1986            Death | [Death by: Unknown means]
7925,M,~ 1977,WILD,WILD,styani,,1985-01-29,TOKYOTAMA     23 Nov 1979 ______     Transfer               styani | 29 Jan 1985            Death | [Death by: Unknown means]
7706,F,3 Jul 1977,7310,7311,fulgens,,1990-01-10,ROTTERDAM3 Jul 1977 102043           Birth     F5           fulgens | MARWELL  6 Aug 1981    173           Transfer | BURFORD 29 Nov 1989   1071           Transfer | 10 Jan 1990                  Death | [Death by: Infection associated   Bury   Digestive         Nutrition]
7735,?,3 Jul 1977,7310,7311,fulgens,,1977-07-03,ROTTERDAM      3 Jul 1977 102044     Birth                  fulgens | 3 Jul 1977            Death | [Death by: Stillbirth         Incinerate   No necropsy planned]
7733,M,11 Dec 1977,7512,7509,fulgens,,1977-12-12,SYDNEY        11 Dec 1977 770077     Birth                  fulgens | 12 Dec 1977            Death | [Death by: Unknown means]
7701,M,16 Dec 1977,7502,7503,fulgens,,1987-11-02,ADELAIDE   16 Dec 1977 770001      Birth     'D'            fulgens | 2 Nov 1987             Death | [Death by: Euthanasia (medical)         Mounted or Preserved:    Respiratory    New growths/cancer]
7702,F,16 Dec 1977,7502,7503,fulgens,,1978-07-13,ADELAIDE      16 Dec 1977 770002     Birth      'E'         fulgens | 13 Jul 1978            Death | [Death by: Unknown means]
7805,F,28 May 1978,7315,7314,fulgens,,1990-10-19,HELSINKI      28 May 1978 780011     Birth     ALPHA                 fulgens | 19 Oct 1990            Death | [Death by: Other/Unknown         Given to an institution:    Necropsy planned later]
