stud,sex,birth,sire,dam,taxon,name,death,events
8843,M,22 Jun 1988,8639,8640,styani,,1988-06-22,ICHIKAWA      22 Jun 1988 ______     Birth                             styani | 22 Jun 1988            Death | [Death by: Unknown means]
90123,F,24 Jun 1988,UNK,UNK,styani,,2000-10-15,CHENGDU       24 Jun 1988 ______     Birth      4                      styani | WINNIPEG      17 Jun 1990 910155     Transfer | 15 Oct 2000            Death | [Death by: Unknown means]
8827,F,25 Jun 1988,8410,8606,fulgens,,1993-12-02,HELSINKI      25 Jun 1988 880125     Birth     FLORENCE                fulgens | KRISTIANS     16 Mar 1989 ______     Transfer | 2 Dec 1993            Death | [Death by: Other/Unknown         Given to an institution:    No necropsy planned]
8828,F,25 Jun 1988,8410,8606,fulgens,,1988-07-14,HELSINKI      25 Jun 1988 880126     Birth                             fulgens | 14 Jul 1988            Death | [Death by: Other/Unknown         Unknown   Necropsy planned later]
8822,M,26 Jun 1988,8204,8322,fulgens,,1995-02-21,LEIPZIG    26 Jun 1988 M07512     Birth     ALF                        fulgens | HUNBSTRND  28 Sep 1989 890091     Transfer | KRISTIANS  27 Jul 1992 ______     Transfer | HELSINKI    5 Oct 1994 880184     Transfer | 21 Feb 1995            Death | [Death by: Infection associated         Given to an institution:    Generalized   Viral]
8823,F,26 Jun 1988,8204,8322,fulgens,,1995-12-22,LEIPZIG       26 Jun 1988 M00361     Birth     RODA                   fulgens | 22 Dec 1995            Death | [Death by: Other/Unknown         Unknown   Generalized   Unknown after necropsy]
8838,F,26 Jun 1988,8528,8426,styani,AI-AI,2006-01-07,SABAE      26 Jun 1988 ______     Birth         AI-AI    JAZGA 082C   styani | 7 Jan 2006            Death | [Death by: Old age      Unknown   No necropsy planned]
8813,M,30 Jun 1988,8633,8505,fulgens,,1991-03-13,NZP-CRC       30 Jun 1988 108189     Birth     MIKE                   fulgens | LANSING       31 Jul 1990   1318     Transfer | 13 Mar 1991            Death | [Death by: Infection associated         Unknown      Necropsy planned later   Unknown after necropsy]
8814,M,30 Jun 1988,8633,8505,fulgens,,1996-09-28,NZP-CRC       30 Jun 1988 108190     Birth      VANCE                 fulgens | LANSING       31 Jul 1990   1319     Transfer | NZP-DZR       31 Jul 1990 108190     Transfer | TORONTO        1 Sep 1994 30098      Transfer | 28 Sep 1996            Death | [Death by: Other/Unknown         Unknown   Necropsy planned later]
8815,F,30 Jun 1988,8633,8505,fulgens,,1993-07-07,NZP-CRC    30 Jun 1988 108191     Birth     RUBY                      fulgens | NZP-DZR    21 Jul 1989 108191     Transfer | S BARBARA  26 Jul 1989 29844      Transfer | 7 Jul 1993            Death | [Death by: Infection associated         Given to an institution:    Respiratory   Bacterial]
8221,F,~ 1988,WILD,WILD,fulgens,,1997-07-02,DARJEELIN          ~ 1990 ______     Transfer   AMITA                 fulgens | 2 Jul 1997            Death | [Death by: Unknown means]
8820,F,1 Jul 1988,8508,8512,fulgens,,2000-03-20,PORTLAND 1 Jul 1988 88042      Birth     POLLY                        fulgens | NZP-DZR 26 Oct 1988 108327     Transfer | DENVER  28 Nov 1989 11920      Transfer | 20 Mar 2000            Death | [Death by: Euthanasia (medical)   Unknown   Unknown (after necropsy)]
9030,M,~ 1988,WILD,WILD,styani,,1994-07-23,SHANGHAI         ????     ______     Transfer VIKTOR                  styani | BUDAPEST       2 Dec 1990 000072     Transfer | 23 Jul 1994            Death | [Death by: Other/Unknown         Given to an institution:    Digestive  Metabolism]
9031,F,~ 1988,WILD,WILD,styani,,1992-09-10,SHANGHAI         ????     ______     Transfer   VIVI                  styani | BUDAPEST       2 Dec 1990 000315     Transfer | 10 Sep 1992            Death | [Death by: Unknown means]
9063,M,~ 1988,WILD,WILD,styani,JAZGA,1994-11-24,CHINA            ????       NONE     Capture        JAZGA 121C   styani | KYOTO         13 Feb 1990 ______     Transfer | 24 Nov 1994            Death | [Death by: Unknown means]
9064,F,~ 1988,WILD,WILD,styani,JAZGA,2004-04-01,CHINA            ????        NONE     Capture       JAZGA 122C   styani | KYOTO         13 Feb 1990 ______      Transfer | 1 Apr 2004             Death | [Death by: Infection associated         Unknown      Respiratory    Unknown after necropsy]
9065,M,~ 1988,WILD,WILD,styani,JAZGA,1990-09-08,CHINA            ????       NONE     Capture        JAZGA 123C   styani | CHIBA SHI     27 Mar 1990 ______     Transfer | 8 Sep 1990            Death | [Death by: Unknown means]
9066,F,~ 1988,WILD,WILD,styani,JAZGA,2005-07-04,CHINA            ????       NONE     Capture        JAZGA 124C   styani | CHIBA SHI     27 Mar 1990 ______     Transfer | 4 Jul 2005            Death | [Death by: Unknown means]
9067,M,~ 1988,WILD,WILD,styani,JAZGA,1996-03-24,CHINA            ????       NONE     Capture        JAZGA 133C   styani | IWAMIZAWA      1 Jul 1990 ______     Transfer | 24 Mar 1996            Death | [Death by: Unknown means]
9068,F,~ 1988,WILD,WILD,styani,JAZGA,1997-05-22,CHINA            ????       NONE     Capture        JAZGA 134C   styani | IWAMIZAWA      1 Jul 1990 ______     Transfer | 22 May 1997            Death | [Death by: Unknown means]
9069,M,~ 1988,WILD,WILD,styani,JAZGA,1999-01-05,CHINA            ????       NONE     Capture        JAZGA 139C   styani | SASEBO        19 Aug 1990 ______     Transfer | 5 Jan 1999            Death | [Death by: Unknown means]
9070,F,~ 1988,WILD,WILD,styani,JAZGA,1990-12-01,CHINA            ????       NONE     Capture        JAZGA 140C   styani | NISHISONO     19 Aug 1990 ______     Transfer | 1 Dec 1990            Death | [Death by: Unknown means]
9071,F,~ 1988,WILD,WILD,styani,JAZGA,1991-07-28,CHINA            ????       NONE     Capture              JAZGA 141C   styani | TOKYOTAMA     15 Nov 1990 ______     Transfer | 28 Jul 1991            Death | [Death by: Unknown means]
9072,M,~ 1988,WILD,WILD,styani,JAZGA,2002-12-02,CHINA         ????       NONE     Capture                 JAZGA 142C   styani | KAGAWA     10 Dec 1990 ______     Transfer | OKAYAMA     5 Nov 2000 ______     Transfer | 2 Dec 2002            Death | [Death by: Old age      Unknown   No necropsy planned]
9073,F,~ 1988,WILD,WILD,styani,JAZGA,2007-11-23,CHINA            ????       NONE     Capture              JAZGA 143C   styani | KAGAWA        10 Dec 1990 ______     Transfer | IKEDA ZOO     23 Nov 2000 ______     Transfer | 23 Nov 2007            Death | [Death by: Unknown means]
9097,M,~ 1988,WILD,WILD,styani,,,ASIA               ~ 1989   NONE     Capture    CHENGDU                styani | GRND PRAI        ????      30381     Transfer | CINCINNAT      7 Aug 1990 190187     Transfer | BUENOSAIR     16 Jul 1991 ______     Transfer
9285,M,~ 1988,WILD,WILD,styani,,1994-05-14,CHINA            ????        NONE     Capture   BAMBU                  styani | BEIJING            ~ 1988 ______      Transfer | LISBON        23 Nov 1990       6     Transfer | 14 May 1994             Death | [Death by: Other/Unknown         Incinerate    Unknown (after necropsy)]
9286,F,~ 1988,WILD,WILD,styani,,1999-05-16,CHINA         ????       NONE     Capture   CHINA                      styani | BEIJING         ~ 1989 ______     Transfer | LISBON     23 Nov 1990      7     Transfer | 16 May 1999            Death | [Death by: Infection associated         Given to an institution:    Urinary   Bacterial]
8835,M,3 Jul 1988,8417,8416,fulgens,,1994-04-20,HIGASHIIZ      3 Jul 1988 ______     Birth      ALICE                  fulgens | HONG KONG     13 Nov 1989 890004     Transfer | 20 Apr 1994            Death | [Death by: Unknown means]
8836,F,3 Jul 1988,8417,8416,fulgens,JAZG,2002-08-04,HIGASHIIZ      3 Jul 1988 ______     Birth                JAZG 084H    fulgens | 4 Aug 2002            Death | [Death by: Unknown means]
8816,F,4 Jul 1988,7810,7809,fulgens,,1990-10-02,NZP-CRC        4 Jul 1988 108193     Birth      18                       fulgens | NZP-DZR       26 Apr 1989 108193     Transfer | DENVER        28 Nov 1989 11921      Transfer | 2 Oct 1990            Death | [Death by: Unknown means]
8821,?,4 Jul 1988,7810,7809,fulgens,,1988-07-05,NZP-CRC        4 Jul 1988 108201     Birth                               fulgens | 5 Jul 1988            Death | [Death by: Unknown means]
8817,M,9 Jul 1988,7816,7814,fulgens,,1988-09-20,KNOXVILLE   9 Jul 1988      1241     Birth     SUNDAR                    fulgens | NZP-DZR    20 Sep 1988               Death | [Death by: Infection associated         Given to an institution:       Respiratory   Bacterial]
8818,M,11 Jul 1988,8306,8118,fulgens,,1999-01-17,KANSASCTY     11 Jul 1988 102226      Birth     MAURY                    fulgens | NZP-DZR       23 Aug 1988 108273      Transfer | PROVIDNCE      4 May 1989 891021      Transfer | S BARBARA     19 Nov 1991 910122      Transfer | RIO GRAND     30 Nov 1993 M93052      Transfer | 17 Jan 1999             Death | [Death by: Other/Unknown         Incinerate    Respiratory   Unknown after necropsy]
8819,M,11 Jul 1988,8306,8118,fulgens,,1988-09-25,KANSASCTY  11 Jul 1988 102227     Birth                                  fulgens | NZP-DZR    23 Aug 1988 108274     Transfer | 25 Sep 1988            Death | [Death by: Infection associated         Given to an institution:    Necropsy planned later         Unknown after necropsy]
8844,F,13 Jul 1988,8749,8751,styani,SHIN-SHIN JAZGA,2003-06-15,HIROSHIMA     13 Jul 1988 ______     Birth     SHIN-SHIN JAZGA 085C      styani | HIMEHI SH      6 Nov 1992 ______     Transfer | 15 Jun 2003            Death | [Death by: Other/Unknown         Unknown   Generalized   Unknown after necropsy]
8845,F,13 Jul 1988,8749,8751,styani,JAZGA,1998-01-03,HIROSHIMA     13 Jul 1988 ______     Birth                  JAZGA 086C   styani | NARA               ~ 1990 ______     Transfer | 3 Jan 1998            Death | [Death by: Unknown means]
8846,F,27 Jul 1988,8734,8735,styani,,1999-04-04,TOKYOTAMA     27 Jul 1988    210     Birth      HONHON                   styani | 4 Apr 1999            Death | [Death by: Other/Unknown         Given to an institution:      Digestive       Bacterial]
8834,M,20 Dec 1988,8520,8302,fulgens,,1997-02-05,ADELAIDE   20 Dec 1988 880280      Birth     'FF' PIPPIASMP 8834               fulgens | HONG KONG   4 Oct 1990 900003      Transfer | MELBOURNE   7 Dec 1994 941108      Transfer | SYDNEY      7 Dec 1994 940310      Transfer | MELBOURNE   5 Feb 1997             Death | [Death by: Euthanasia (medical)   Incinerate    Unknown (after necropsy)]
8829,M,23 Dec 1988,8401,8507,fulgens,,1994-11-29,SYDNEY        23 Dec 1988 880196       Birth      MINBU                     fulgens | ESKILSTUN     11 Jan 1990     83       Transfer | JUNSELE        3 Jun 1993 ______       Transfer | ESKILSTUN      7 Sep 1993     83       Transfer | JUNSELE        1 May 1994 ______       Transfer | 29 Nov 1994              Death | [Death by: Unknown means]
8830,M,23 Dec 1988,8401,8507,fulgens,,1997-08-29,SYDNEY        23 Dec 1988 880195       Birth      KAYAN                     fulgens | HIGASHIIZ     27 Oct 1989   112H       Transfer | 29 Aug 1997              Death | [Death by: Unknown means]
8990,?,4 Jan 1989,8201,8212,fulgens,,1989-01-06,SYDNEY         4 Jan 1989 890017       Birth                                fulgens | 6 Jan 1989              Death | [Death by: Unknown means]
8985,F,1 May 1989,UNK,UNK,styani,JAZGA,2005-09-30,CHINA          1 May 1989 ______       Birth                   JAZGA 146C   styani | KOCHI NOI     27 May 1991 ______       Transfer | 30 Sep 2005              Death | [Death by: Unknown means]
8947,F,30 May 1989,8410,8606,fulgens,,2002-03-25,HELSINKI   30 May 1989 890069     Birth     GABRIELLA                       fulgens | 25 Mar 2002            Death | [Death by: Euthanasia (medical)         Given to an institution:    Generalized   Unknown after necropsy]
8956,F,8 Jun 1989,8730,8503,fulgens,,2000-05-01,MADRID Z 8 Jun 1989   PR18     Birth     LOLITA                             fulgens | NZP-CRC 21 Jun 1995 112032     Transfer | 1 May 2000            Death | [Death by: Euthanasia (medical)   Unknown   Unknown (after necropsy)]
8901,M,10 Jun 1989,8731,8603,fulgens,,2001-11-27,ROTTERDAM     10 Jun 1989 103822       Birth      POIJKE                    fulgens | ANTWERP       25 May 1990 M9040        Transfer | PLANCKNDL   15 Jun 1990 005004      Transfer | FONTAINE     8 Dec 1990 77AF1       Transfer | DORTMUND    21 Oct 1996 057018      Transfer | 27 Nov 2001             Death | [Death by: Unknown means]
8902,?,10 Jun 1989,8731,8603,fulgens,,1989-06-15,ROTTERDAM   10 Jun 1989 103823      Birth                            fulgens | 15 Jun 1989             Death | [Death by: Unknown means]
8908,?,10 Jun 1989,UNK,UNK,styani,,1989-06-10,CINCINNAT 10 Jun 1989 189060        Birth                            styani | 10 Jun 1989               Death | [Death by: Environ/Behav conditions   Rendered      Unknown (after necropsy)]
8910,F,10 Jun 1989,8701,8621,styani,,1999-12-18,CINCINNAT   10 Jun 1989 189061      Birth      YOSHI                 styani | COLUMBUS    20 Sep 1990 902077      Transfer | AKRON        4 Nov 1993   1156      Transfer | SD-WAP      21 May 1994 694306      Transfer | 23 May 1994 694306      Transfer | BLOOMINGT   16 Apr 1998 M98022      Transfer | 18 Dec 1999             Death | [Death by: Unknown means]
8903,F,11 Jun 1989,8613,8721,fulgens,,1989-06-13,ROTTERDAM   11 Jun 1989 103824      Birth      GHANDI                fulgens | 13 Jun 1989             Death | [Death by: Unknown means]
8909,?,11 Jun 1989,8701,8621,styani,,1989-06-11,CINCINNAT  11 Jun 1989 189062     Birth                              styani | 11 Jun 1989            Death | [Death by: Stillbirth    Rendered   No necropsy planned]
8911,?,11 Jun 1989,8516,8702,styani,,1989-06-11,CINCINNAT 11 Jun 1989 189063        Birth                            styani | 11 Jun 1989               Death | [Death by: Environ/Behav conditions   Rendered      No necropsy planned]
8912,?,11 Jun 1989,8516,8702,styani,,1989-06-11,CINCINNAT   11 Jun 1989 ______      Birth                            styani | 11 Jun 1989             Death | [Death by: Unknown means]
8948,F,11 Jun 1989,8119,8103,fulgens,JAZGA,1999-04-02,ESKILSTUN   11 Jun 1989 ______      Birth               JAZGA 177H   fulgens | ZOOANIMAL   24 Sep 1991 ______      Transfer | TOBU        26 Oct 1991 ______      Transfer | 2 Apr 1999          Death | [Death by: Unknown means]
8949,F,11 Jun 1989,8119,8103,fulgens,,1997-06-21,ESKILSTUN 11 Jun 1989     84     Birth     ELLA                      fulgens | JUNSELE    1 May 1994 ______     Transfer | ESKILSTUN  7 Oct 1994     84     Transfer | 21 Jun 1997            Death | [Death by: Infection associated   Unknown   Necropsy planned later      Viral]
8904,M,13 Jun 1989,8613,8721,fulgens,,1989-06-13,ROTTERDAM   13 Jun 1989 103825   Birth                               fulgens | 13 Jun 1989          Death | [Death by: Unknown means]
8941,M,13 Jun 1989,8311,8115,fulgens,,2005-02-27,ANTWERP     13 Jun 1989 M8912A   Birth      Quito                    fulgens | PLANCKNDL   15 Jun 1990 005005   Transfer | ANTWERP      6 Sep 1990 M8912A   Transfer | BERLIN TP   14 Apr 1991 M00209   Transfer | 27 Feb 2005          Death | [Death by: Unknown means]
8942,F,13 Jun 1989,8311,8115,fulgens,,2000-03-09,ANTWERP     13 Jun 1989 M8912B   Birth      QANTAS                   fulgens | PLANCKNDL   15 Jun 1990 005006   Transfer | ANTWERP      6 Sep 1990 M8912B   Transfer | MELBOURNE   29 Mar 1991 910286   Transfer | 9 Mar 2000          Death | [Death by: Unknown means]
8921,F,14 Jun 1989,8319,8626,styani,JAZGA,1994-07-06,KOBE PARK   14 Jun 1989 ______   Birth                  JAZGA 100C   styani | 6 Jul 1994          Death | [Death by: Unknown means]
9288,M,~ Jun 1989,UNK,UNK,styani,,1992-08-02,SHANGHAI     ~ Jun 1989 ______   Birth      CHUN                     styani | ST PETERS    5 May 1992 MX8602   Transfer | 2 Aug 1992          Death | [Death by: Unknown means]
8957,F,18 Jun 1989,8421,8422,fulgens,,2005-12-20,MADRID Z    18 Jun 1989   PR14   Birth      GHURKA                   fulgens | 20 Dec 2005          Death | [Death by: Unknown means]
8958,F,18 Jun 1989,8421,8422,fulgens,,2005-08-04,MADRID Z    18 Jun 1989   PR15   Birth      GHANDI                   fulgens | LA FRONTI   19 Jul 1989    PR3   Transfer | 4 Aug 2005            Death | [Death by: Unknown means]
8922,F,21 Jun 1989,8639,8640,styani,JAZGA,2007-07-30,ICHIKAWA      21 Jun 1989 ______     Birth                  JAZGA 101C   styani | 30 Jul 2007            Death | [Death by: Unknown means]
8923,F,21 Jun 1989,8639,8640,styani,JAZGA,2006-05-18,ICHIKAWA   21 Jun 1989 ______     Birth                     JAZGA 102C   styani | 18 May 2006            Death | [Death by: Old age      Unknown   No necropsy planned]
8945,F,21 Jun 1989,8404,8729,fulgens,,1996-07-11,"AMSTERDAM     21 Jun 1989 M89036      Birth     MAGDALENA                fulgens | HUNBSTRND     27 Sep 1990 900134      Transfer | 11 Jul 1996             Death | [Death by: Infection associated         Unknown      Generalized    Circulatory, secondary]"
8946,F,21 Jun 1989,8404,8729,fulgens,,2002-12-27,AMSTERDAM     21 Jun 1989 M89037     Birth      Liang                    fulgens | FONTAINE       8 Dec 1990 77AF2      Transfer | DORTMUND      21 Oct 1996 057019     Transfer | BERLIN TP     23 Oct 2002 M01985     Transfer | 27 Dec 2002            Death | [Death by: Unknown means]
8963,F,22 Jun 1989,8415,8612,fulgens,,1989-10-10,OMAHA   22 Jun 1989   5441      Birth                                    fulgens | 10 Oct 1989             Death | [Death by: Infection associated   Bury   Generalized    Unknown after necropsy]
8964,F,22 Jun 1989,8415,8612,fulgens,,2003-04-16,OMAHA   22 Jun 1989   5440       Birth     JASMINE                       fulgens | SCOTTSBLU | 13 Jun 1990     376      Transfer | TORONTO 22 Jan 1992 27260        Transfer | 11 Mar 1998 27260        Transfer | 16 Apr 2003              Death | [Death by: Euthanasia (medical)   Incinerate     Unknown (after necropsy)]
8965,M,22 Jun 1989,8415,8612,fulgens,,2007-02-22,OMAHA         22 Jun 1989   5439     Birth      NICHOLAS                 fulgens | SCOTTSBLU     13 Jun 1990    375     Transfer | MANHATTAN     20 Nov 1991 201191     Transfer | 1 Jan 2000 201191     Transfer | 22 Feb 2007            Death | [Death by: Unknown means]
8960,?,23 Jun 1989,8102,8625,fulgens,,1989-06-24,DALLAS        23 Jun 1989 896555     Birth                               fulgens | 24 Jun 1989             Death | [Death by: Unknown means]
8961,?,23 Jun 1989,8102,8625,fulgens,,1989-06-24,DALLAS       23 Jun 1989 896556      Birth                              fulgens | 24 Jun 1989             Death | [Death by: Unknown means]
8907,F,26 Jun 1989,8518,8519,styani,,2004-05-12,SEATTLE   26 Jun 1989 890498     Birth     QUEN                  styani | CLEVELAND 17 Jul 1990 900708     Transfer | 7 Feb 1996 900708     Transfer | 12 May 2004            Death | [Death by: Other/Unknown        Given to an institution: CARCASS SENT TO USFWS   Unknown (after necropsy)]
8915,F,26 Jun 1989,8752,8714,styani,JAZGA,2004-01-30,SABAE      26 Jun 1989 ______     Birth                    JAZGA 103C   styani | TOKUYAMA   29 Nov 1990 ______     Transfer | 30 Jan 2004            Death | [Death by: Old age      Unknown   No necropsy planned]
8968,M,27 Jun 1989,8711,8710,,,1989-07-04,INDIANAPL | 27 Jun 1989 890233     Birth                                    fulgens | 4 Jul 1989            Death | [Death by: Infection associated   Rendered   Generalized          Toxicity]
8969,F,27 Jun 1989,8711,8710,fulgens,,1989-06-30,INDIANAPL     27 Jun 1989 890234     Birth                              fulgens | 30 Jun 1989            Death | [Death by: Other/Unknown         Rendered   Necropsy planned later]
8924,M,28 Jun 1989,8856,8857,styani,PIN-PIN,2008-01-05,TOKUYAMA      28 Jun 1989 ______     Birth     PIN-PIN     JAZGA 104C   styani | SABAE         29 Nov 1990 ______     Transfer | 5 Jan 2008            Death | [Death by: Other/Unknown         Unknown   Cardiovascular   Trauma]
8916,M,29 Jun 1989,8752,8628,styani,SUI-SUI,1991-11-08,SABAE         29 Jun 1989 ______     Birth       SUI-SUI   JAZGA 105C   styani | SENDAISHI          ~ 1990 ______     Transfer | 8 Nov 1991            Death | [Death by: Unknown means]
8917,M,30 Jun 1989,8752,8627,styani,JAZGA,1995-12-15,SABAE         30 Jun 1989 ______     Birth                 JAZGA 106C   styani | YUKI           2 Nov 1990 ______     Transfer | 15 Dec 1995            Death | [Death by: Unknown means]
8918,M,30 Jun 1989,8752,8627,styani,,1989-06-30,SABAE         30 Jun 1989 ______     Birth                              styani | 30 Jun 1989          Death | [Death by: Unknown means]
8920,M,30 Jun 1989,8534,8535,styani,GENKI,1995-09-13,NAGANO      30 Jun 1989 ______   Birth      GENKI     JAZGA 099C   styani | HAMAMATSU   20 Mar 1990 ______   Transfer | 13 Sep 1995          Death | [Death by: Unknown means]
8950,M,30 Jun 1989,8617,8515,fulgens,,2000-01-20,NY BRONX    30 Jun 1989 891235   Birth      GIL                    fulgens | DALLAS      14 Feb 1991 916990   Transfer | INDIANAPL   14 Oct 1991 910200   Transfer | 20 Jan 2000          Death | [Death by: Unknown means]
8951,F,30 Jun 1989,8617,8515,fulgens,,2008-10-27,NY BRONX    30 Jun 1989 891242   Birth      FLO                    fulgens | NZP-WASH    18 Feb 1991 109443   Transfer | KNOXVILLE    6 May 1996   1723   Transfer | GREENVISC   13 Feb 2000 00A001   Transfer | KNOXVILLE   11 Jan 2001   1723   Transfer | 27 Oct 2008          Death | [Death by: Unknown means]
8222,F,~ 1989,WILD,WILD,fulgens,,1995-10-10,DARJEELIN        ~ 1991 ______   Transfer   CHANDA                 fulgens | 10 Oct 1995          Death | [Death by: Unknown means]
8925,M,1 Jul 1989,8713,8753,styani,JAZGA,,NAGANO       1 Jul 1989 ______   Birth                JAZGA 108C   styani | KOBE PARK   12 Dec 1990 ______   Transfer
8926,F,1 Jul 1989,8713,8753,styani,JAZGA,2001-01-19,NAGANO       1 Jul 1989 ______   Birth                JAZGA 109C   styani | HAMAMATSU   20 Mar 1990 ______   Transfer | 19 Jan 2001          Death | [Death by: Unknown means] | 9099   F      ????            UNK     UNK   FERNDALE       ????     ______   Transfer   MEY-LYN                styani | PUEBLA      30 Apr 1990   1517   Transfer | 14 Jun 2003          Death | [Death by: Unknown means]
9193,F,~ 1989,WILD,WILD,styani,JAZGA,2000-02-18,CHINA          ????       NONE   Capture              JAZGA 175C   styani | HIMEHI SH    5 Oct 1991 ______   Transfer | 18 Feb 2000          Death | [Death by: Old age      Unknown      No necropsy planned]
9194,F,~ 1989,WILD,WILD,styani,JAZGA,2001-08-26,CHINA         ????       NONE     Capture                  JAZGA 178C   styani | SHIRAHAMA  10 Dec 1991 ______     Transfer | 26 Aug 2001            Death | [Death by: Old age      Unknown   No necropsy planned]
8962,M,8 Jul 1989,7904,8305,fulgens,,1989-07-09,NZP-WASH       8 Jul 1989 108987       Birth                            fulgens | 9 Jul 1989              Death | [Death by: Other/Unknown         Mounted or Preserved:      Necropsy planned later]
8939,F,12 Jul 1989,8609,8608,fulgens,,1995-11-05,BERLIN TP  12 Jul 1989 ______     Birth     DHINA                       fulgens | HUNBSTRND  15 Jun 1993 930121     Transfer | 5 Nov 1995            Death | [Death by: Environ/Behav conditions         Mounted or Preserved:    Generalized   Trauma]
8940,F,12 Jul 1989,8609,8608,fulgens,,1990-03-21,BERLIN TP     12 Jul 1989 ______       Birth                            fulgens | 21 Mar 1990              Death | [Death by: Unknown means]
8966,F,15 Jul 1989,8101,8310,fulgens,,1989-07-19,DENVER        15 Jul 1989   11840      Birth                            fulgens | 19 Jul 1989              Death | [Death by: Unknown means]
8967,?,15 Jul 1989,8101,8310,fulgens,,1989-07-22,DENVER        15 Jul 1989   11843      Birth                            fulgens | 22 Jul 1989              Death | [Death by: Unknown means]
8919,?,17 Jul 1989,8109,8313,fulgens,,1989-07-21,ST LOUIS      17 Jul 1989 089094       Birth                            fulgens | 21 Jul 1989              Death | [Death by: Unknown means]
8927,F,17 Jul 1989,8641,8220,styani,JAZGA,1990-05-02,NIHONDAIR     17 Jul 1989 ______       Birth               JAZGA 110C   styani | 2 May 1990              Death | [Death by: Unknown means]
8959,M,17 Jul 1989,7810,7809,fulgens,,1989-07-19,NZP-CRC       17 Jul 1989 108998     Birth                              fulgens | 19 Jul 1989            Death | [Death by: Other/Unknown         Given to an institution:    Necropsy planned later]
8943,M,19 Jul 1989,8204,8322,fulgens,,1989-07-23,LEIPZIG       19 Jul 1989 M07514       Birth                            fulgens | 23 Jul 1989              Death | [Death by: Unknown means]
8944,F,19 Jul 1989,8204,8322,fulgens,,1991-07-20,LEIPZIG    19 Jul 1989 M07515     Birth     POLLY                        fulgens | BERLINZOO  20 Jun 1990 900040     Transfer | 20 Jul 1991            Death | [Death by: Malicious destruction          Given to an institution:    Integumentary   Fungal]
8913,F,27 Jul 1989,8417,8416,fulgens,,2003-06-09,HIGASHIIZ   27 Jul 1989   111H     Birth                                  fulgens | 9 Jun 2003            Death | [Death by: Old age       Unknown   Unknown (after necropsy)]
8914,F,27 Jul 1989,8417,8416,fulgens,JAZG,,HIGASHIIZ     27 Jul 1989   117H     Birth                   JAZG 112H   fulgens
8954,F,6 Dec 1989,8201,8212,fulgens,,2003-01-29,SYDNEY         6 Dec 1989 890764     Birth      JANNA                    fulgens | MARWELL        9 Jan 1991   1584     Transfer | COLCHESTR     26 Feb 1993   1100     Transfer | 29 Jan 2003            Death | [Death by: Unknown means]
8955,F,6 Dec 1989,8201,8212,fulgens,,1993-03-26,SYDNEY    6 Dec 1989 890763          Birth     IMJA                      fulgens | MARWELL   9 Jan 1991   1583          Transfer | 26 Mar 1993                 Death | [Death by: Other/Unknown        Given to an institution:    Generalized        Unknown after necropsy]
8952,F,20 Dec 1989,8401,8507,fulgens,,1994-04-22,SYDNEY         20 Dec 1989 890861     Birth     MANSALU                   fulgens | MARWELL         9 Jan 1991   1586     Transfer | BURFORD         6 Mar 1991   1239     Transfer | 22 Apr 1994            Death | [Death by: Other/Unknown          Rendered   Necropsy planned later]
8953,F,20 Dec 1989,8401,8507,fulgens,,1998-08-12,SYDNEY         20 Dec 1989 890860     Birth      F12 MAKALU               fulgens | MARWELL         9 Jan 1991   1585     Transfer | YARMOUTH        1 Apr 1992 ______     Transfer | 12 Aug 1998            Death | [Death by: Unknown means]
9001,M,4 Jan 1990,8520,8302,fulgens,,1995-07-18,ADELAIDE        4 Jan 1990 900005     Birth      TUMLA                    fulgens | ANTWERP        27 Jun 1991 M9215      Transfer | 18 Jul 1995            Death | [Death by: Unknown means]
9002,F,4 Jan 1990,8520,8302,fulgens,,2003-08-13,ADELAIDE        4 Jan 1990 900034     Birth      MOUHARI                  fulgens | SYDNEY     1 Jul 1997 970291     Transfer | MOGO      26 Feb 1999 990019     Transfer | 13 Aug 2003            Death | [Death by: Euthanasia (medical)   Bury   No necropsy planned]
9289,F,~ 1990,WILD,WILD,styani,,1992-11-12,SHANGHAI    ~ Jun 1991 ______      Transfer CNIN          styani | ST PETERS   5 May 1992 MX8603      Transfer | 12 Nov 1992             Death | [Death by: Self-inflicted injuries       Given to an institution:     Generalized   Trauma]
9007,F,29 May 1990,8862,8863,fulgens,,2003-09-09,MADRID Z    29 May 1990   PR21    Birth      MARYLIN      fulgens | PRAHA        4 Jun 1992 920069    Transfer | ANTWERP      4 Nov 1998 M10061    Transfer | 9 Sep 2003           Death | [Death by: Unknown means]
9090,M,1 Jun 1990,8516,8517,styani,,2003-12-16,CINCINNAT    1 Jun 1990 190125    Birth      ARPI         styani | SANDIEGOZ    2 May 1991 591248    Transfer | DUISBURG    26 Feb 1992   1679    Transfer | BUDAPEST    28 Jun 1995 000686    Transfer | 16 Dec 2003           Death | [Death by: Unknown means]
9091,M,1 Jun 1990,8516,8517,styani,,2000-11-20,CINCINNAT    1 Jun 1990 190126    Birth      Boa-Quxing   styani | SANDIEGOZ    2 May 1991 591249    Transfer | CINCINNAT   10 Nov 1995 190126    Transfer | BATTLE CR    5 Nov 2000 M0031     Transfer | 20 Nov 2000           Death | [Death by: Unknown means]
